,minimum,maximum
PAPA_EPA_MYRS_c,0.0,3.055686687291139e-11
PAPA_EPA_PALM_h,1.7822466951373933e-28,1.9008636329329862e-11
PAPA_EPA_PALM_c,0.0,4.2768976963132536e-11
PAPA_EPA_HDE_h,3.298957263617558e-13,-7.792849590100273e-12
PAPA_EPA_HDE_c,0.0,3.9727107290823693e-11
PAPA_EPA_STC_c,0.0,3.8802933371576476e-11
PAPA_EPA_OLE_c,0.0,2.103768566754759e-11
PAPA_EPA_EPA_c,7.826308273701782e-15,8.306855286169311e-12
PAPA_EPA_DHA_c,0.0,8.965245264027682e-12
PAPA_DHA_MYRS_c,0.0,1.4709808997560098e-11
PAPA_DHA_PALM_c,0.0,7.2754470412205966e-12
PAPA_DHA_HDE_c,0.0,7.076855904546346e-12
PAPA_DHA_STC_c,0.0,8.634122052719443e-12
PAPA_DHA_OLE_c,0.0,1.695302582404397e-11
PAPA_DHA_EPA_c,1.099649029421059e-13,1.2871552147533747e-11
PAPA_DHA_DHA_c,0.0,1.21375761609388e-11
CHOPT_MYRS_MYRS_c,0.0,1.0380600497977908e-11
CHOPT_MYRS_PALM_c,0.0,8.61771826520405e-12
CHOPT_MYRS_HDE_c,0.0,1.630337968024722e-11
CHOPT_MYRS_STC_c,0.0,7.076988922001359e-12
CHOPT_MYRS_OLE_c,0.0,1.2296766954323898e-11
CHOPT_MYRS_EPA_c,0.0,9.81744395168035e-12
CHOPT_MYRS_DHA_c,0.0,1.3074287491455067e-11
CHOPT_PALM_MYRS_c,0.0,1.162184281753318e-11
CHOPT_PALM_PALM_c,0.0,4.247775416794715e-12
CHOPT_PALM_HDE_c,0.0,5.426535349905031e-12
CHOPT_PALM_STC_c,0.0,4.547284524910431e-12
CHOPT_PALM_OLE_c,0.0,5.110761782604893e-12
CHOPT_PALM_EPA_c,0.0,3.9459721965073014e-12
CHOPT_PALM_DHA_c,0.0,8.019040197923362e-12
CHOPT_HDE_MYRS_c,0.0,6.085275591894364e-12
CHOPT_HDE_PALM_c,0.0,5.337902033010894e-12
CHOPT_HDE_HDE_c,0.0,7.07638032678157e-12
CHOPT_HDE_STC_c,0.0,6.066355948210972e-12
CHOPT_HDE_OLE_c,0.0,5.87910546786338e-12
CHOPT_HDE_EPA_c,0.0,5.430238795552855e-12
CHOPT_HDE_DHA_c,0.0,-6.533228063158982e-13
CHOPT_STC_MYRS_c,0.0,4.581555063853616e-12
CHOPT_STC_PALM_c,0.0,4.026010127251053e-12
CHOPT_STC_HDE_c,0.0,7.427887147364944e-12
