,minimum,maximum
FACOAL_163_6Z9Z12Z_c,2.9445819486056146e-18,0.7500000000503927
ETHAK_c,0.0,0.5000000000433528
PETHMT_c,-5.4577438115111896e-14,0.11111111111927224
PETHDMT_c,-5.4585406147202143e-14,0.1111111111146165
PETHTMT_c,-5.4585406147202143e-14,0.1111111111146165
PCHOLCT_c,-5.4544743081381635e-14,0.5000000000139909
MI3PP_c,0.0,0.0
G1PUT_h,0.0,0.2459930313690193
G1PUT_c,0.0,0.29614093960317817
UGP_PGM_h,0.0,0.24599303138920164
UGP_PGM_c,0.0,0.29614093960305127
FCYTOB5OXR_c,-2.9281489450651386e-13,-1.4949104297422182e-13
COA181_9Z_9DS_c,0.0,-1.3977864108826843e-13
FACOAL205_c,3.315541614230441e-27,0.7500000000443013
FACOAL226_c,0.0,0.7500000000595831
G3PAT140_c,9.422657883030888e-28,0.30000000001713995
G3PAT160_c,0.0,0.3000000000132394
G3PAT1619Z_c,2.4523972339660963e-19,0.3000000000107949
G3PAT180_c,-7.155403859063253e-16,0.2999999999925385
G3PAT1819Z_c,0.0,0.30000000001198274
G3PAT2055Z8Z11Z14Z17Z_c,0.0,0.30000000002097493
G3PAT2264Z7Z10Z13Z16Z19Z_c,-2.5911609778316666e-14,0.3000000000148365
AGPATCOA_MYRS_MYRS_c,0.0,0.300000000004995
AGPATCOA_MYRS_PALM_c,0.0,0.300000000017893
AGPATCOA_MYRS_HDE_c,0.0,0.3000000000090355
AGPATCOA_MYRS_STC_c,0.0,0.30000000001808574
AGPATCOA_MYRS_OLE_c,0.0,0.30000000001507215
AGPATCOA_MYRS_EPA_c,0.0,0.300000000017027
AGPATCOA_MYRS_DHA_c,0.0,0.30000000000803023
AGPATCOA_PALM_MYRS_c,0.0,0.3000000000054155
AGPATCOA_PALM_PALM_h,0.0,0.0
AGPATCOA_PALM_PALM_c,0.0,0.3000000000093325
AGPATCOA_PALM_HDE_c,0.0,0.30000000001363963
AGPATCOA_PALM_STC_c,0.0,0.30000000002159477
AGPATCOA_PALM_OLE_c,0.0,0.30000000001866917
AGPATCOA_PALM_EPA_c,0.0,0.3000000000248491
AGPATCOA_PALM_DHA_c,0.0,0.3000000000080684
AGPATCOA_HDE_MYRS_c,0.0,0.2999999999939497
AGPATCOA_HDE_PALM_c,0.0,0.3000000000453004
AGPATCOA_HDE_HDE_c,0.0,0.30000000001675614
AGPATCOA_HDE_STC_c,0.0,0.30000000000287963
AGPATCOA_HDE_OLE_c,0.0,0.29999999999052274
AGPATCOA_HDE_EPA_c,0.0,0.29999999999782584
AGPATCOA_HDE_DHA_c,0.0,0.3000000000019058
AGPATCOA_STC_MYRS_c,0.0,0.300000000007277
AGPATCOA_STC_PALM_c,0.0,0.30000000000474497
AGPATCOA_STC_HDE_c,0.0,0.2999999999844501
AGPATCOA_STC_STC_c,0.0,0.29999999999342136
AGPATCOA_STC_OLE_c,0.0,0.2999999999986911
AGPATCOA_STC_EPA_c,0.0,0.3000000000105706
AGPATCOA_STC_DHA_c,0.0,0.29999999999848187
AGPATCOA_OLE_MYRS_c,0.0,0.30000000000338417
AGPATCOA_OLE_PALM_c,0.0,0.2999999999926628
AGPATCOA_OLE_HDE_c,0.0,0.3000000000132956
AGPATCOA_OLE_STC_c,0.0,0.30000000003684396
AGPATCOA_OLE_OLE_c,0.0,0.3000000000091785
AGPATCOA_OLE_EPA_c,0.0,0.3000000000194979
AGPATCOA_OLE_DHA_c,0.0,0.30000000005809324
AGPATCOA_EPA_MYRS_c,0.0,0.7500000000470901
AGPATCOA_EPA_PALM_c,0.0,0.7500000000105275
AGPATCOA_EPA_HDE_c,0.0,0.7500000000024392
AGPATCOA_EPA_STC_c,0.0,0.7500000000216591
AGPATCOA_EPA_OLE_c,0.0,0.7500000000672689
AGPATCOA_EPA_EPA_c,0.0,0.7500000000121239
AGPATCOA_EPA_DHA_c,0.0,0.750000000045951
AGPATCOA_DHA_MYRS_c,0.0,0.3000000000083615
AGPATCOA_DHA_PALM_c,0.0,0.30000000000890764
AGPATCOA_DHA_HDE_c,0.0,0.300000000007034
AGPATCOA_DHA_STC_c,0.0,0.30000000001637644
AGPATCOA_DHA_OLE_c,0.0,0.30000000001865956
AGPATCOA_DHA_EPA_c,0.0,0.3000000000083957
AGPATCOA_DHA_DHA_c,0.0,0.3000000000188101
PAPA_MYRS_MYRS_c,-5.324992486916133e-18,1.000000000117611
PAPA_MYRS_PALM_h,0.0,-1.9665787761159734e-13
PAPA_MYRS_PALM_c,0.0,1.000000000142529
PAPA_MYRS_HDE_h,0.0,-4.79777296105652e-13
PAPA_MYRS_HDE_c,0.0,1.000000000008919
PAPA_MYRS_STC_c,0.0,1.0000000000118223
PAPA_MYRS_OLE_c,0.0,1.000000000031827
PAPA_MYRS_EPA_c,0.0,1.0000000000706373
PAPA_MYRS_DHA_c,0.0,1.0000000000211469
PAPA_PALM_MYRS_c,1.4966012378746158e-13,1.0000000000439744
PAPA_PALM_PALM_h,2.5318906084220457e-14,-1.3343789752362058e-14
PAPA_PALM_PALM_c,0.0,1.0000000000091642
PAPA_PALM_HDE_c,0.0,1.0000000000154763
PAPA_PALM_STC_c,0.0,0.9999999999525482
PAPA_PALM_OLE_c,0.0,1.0000000000930798
PAPA_PALM_EPA_c,0.0,1.0000000000416855
PAPA_PALM_DHA_c,0.0,1.0000000000187557
PAPA_HDE_MYRS_c,2.3220752508717406e-14,0.9999999999890982
PAPA_HDE_PALM_h,7.34862595616335e-13,-5.205346248825995e-13
PAPA_HDE_PALM_c,0.0,1.0000000000231353
PAPA_HDE_HDE_h,7.042594384505946e-14,-2.2582142745345443e-13
PAPA_HDE_HDE_c,0.0,1.000000000044349
PAPA_HDE_STC_c,0.0,1.0000000001235314
PAPA_HDE_OLE_h,0.0,-1.4621712759290316e-13
PAPA_HDE_OLE_c,0.0,0.999999999990591
PAPA_HDE_EPA_c,0.0,1.0000000000900422
PAPA_HDE_DHA_c,0.0,1.0000000000718745
PAPA_STC_MYRS_c,0.0,1.000000000076129
PAPA_STC_PALM_c,0.0,0.9999999999282336
PAPA_STC_HDE_h,1.5059141759515946e-14,-3.2764682367058965e-13
PAPA_STC_HDE_c,0.0,1.000000000121614
PAPA_STC_STC_c,0.0,1.0000000000210723
PAPA_STC_OLE_c,0.0,1.0000000000275513
PAPA_STC_EPA_c,0.0,1.000000000051356
PAPA_STC_DHA_c,0.0,1.0000000001527583
PAPA_OLE_MYRS_c,0.0,1.0000000000328242
PAPA_OLE_PALM_h,0.0,-5.336192121110494e-13
PAPA_OLE_PALM_c,0.0,0.9999999999707465
PAPA_OLE_HDE_h,0.0,-2.16594868658542e-13
PAPA_OLE_HDE_c,0.0,1.0000000000477585
PAPA_OLE_STC_c,0.0,1.000000000111801
PAPA_OLE_OLE_c,0.0,1.000000000133966
PAPA_OLE_EPA_c,0.0,1.0000000001433385
PAPA_OLE_DHA_c,0.0,1.0000000000678044
PAPA_EPA_MYRS_c,0.0,1.0000000001698235
PAPA_EPA_PALM_h,-2.827712722981639e-29,-5.454114023569125e-13
PAPA_EPA_PALM_c,0.0,1.0000000000572382
PAPA_EPA_HDE_h,0.0,-1.420699467336214e-13
PAPA_EPA_HDE_c,0.0,1.0000000000236073
PAPA_EPA_STC_c,0.0,1.0000000000023304
PAPA_EPA_OLE_c,0.0,1.0000000000856704
PAPA_EPA_EPA_c,0.0,1.0000000000650353
PAPA_EPA_DHA_c,0.0,1.0000000000706073
PAPA_DHA_MYRS_c,0.0,1.0000000000912228
PAPA_DHA_PALM_c,0.0,0.9999999999846272
PAPA_DHA_HDE_c,0.0,0.999999999970836
